1 101 51
2.99776E-013	4.75372E-013	6.96014E-013	1.02858E-012	1.57334E-012	2.52758E-012	4.31069E-012	7.82491E-012	1.48378E-011	2.8522E-011	5.4095E-011	9.93222E-011	1.74279E-010	2.89569E-010	4.52496E-010	6.61968E-010	9.04834E-010	1.15806E-009	1.4009E-009	1.63767E-009	1.92059E-009	2.34295E-009	0.000000003	3.85014E-009	4.89238E-009	0.000000006	7.145E-009	8.15816E-009	0.000000009	9.50456E-009	9.7009E-009	9.52829E-009	0.000000009	8.12518E-009	0.000000007	5.78339E-009	4.54251E-009	3.40453E-009	2.44155E-009	1.68253E-009	1.12011E-009	7.24745E-010	4.5876E-010	2.85995E-010	1.76681E-010	1.08696E-010	6.67706E-011	4.09131E-011	2.48177E-011	1.45408E-011	6.70677E-012
8.93668E-013	1.65713E-012	2.60626E-012	4.33556E-012	7.50701E-012	1.31513E-011	2.32128E-011	4.15303E-011	7.54892E-011	1.38418E-010	2.52356E-010	4.49904E-010	7.72563E-010	1.26224E-009	1.94425E-009	2.80568E-009	3.78042E-009	4.75733E-009	5.62474E-009	6.35202E-009	7.08355E-009	8.16035E-009	9.94659E-009	1.25648E-008	1.58498E-008	1.94821E-008	2.30935E-008	2.63156E-008	2.88062E-008	3.02754E-008	3.05176E-008	2.94483E-008	2.7138E-008	2.38264E-008	1.98951E-008	1.57931E-008	1.1934E-008	8.61061E-009	0.000000006	0.000000004	2.57673E-009	1.63112E-009	0.000000001	6.26598E-010	3.84715E-010	2.35828E-010	1.44239E-010	8.73778E-011	5.10148E-011	2.37368E-011	2.37368E-011
4.75372E-013	2.3659E-012	4.22675E-012	7.13974E-012	1.25568E-011	2.20226E-011	3.8094E-011	6.58328E-011	1.1565E-010	2.08298E-010	3.81938E-010	6.99653E-010	1.25352E-009	2.158E-009	3.52385E-009	5.40986E-009	7.76607E-009	1.04035E-008	0.000000013	1.54229E-008	1.75951E-008	0.00000002	2.363E-008	0.000000029	3.62875E-008	4.48134E-008	5.37327E-008	6.20754E-008	6.88948E-008	7.33526E-008	7.48108E-008	7.29388E-008	6.78154E-008	0.00000006	5.0381E-008	4.01732E-008	3.04539E-008	0.000000022	1.52547E-008	1.01856E-008	6.59677E-009	4.17293E-009	2.59664E-009	1.60019E-009	0.000000001	6.02299E-010	3.69189E-010	2.2482E-010	1.32827E-010	6.67947E-011	1.45408E-011
1.65713E-012	4.85482E-012	8.63359E-012	1.54118E-011	2.72658E-011	4.6534E-011	7.74293E-011	1.29091E-010	2.22641E-010	4.0377E-010	7.58515E-010	1.42773E-009	2.61328E-009	4.56045E-009	7.49756E-009	1.15313E-008	1.65367E-008	2.21266E-008	2.78E-008	3.3302E-008	3.90657E-008	4.63397E-008	5.65588E-008	7.03128E-008	8.6948E-008	1.04926E-007	1.22305E-007	1.37063E-007	1.4733E-007	1.5161E-007	0.000000149	1.39547E-007	1.24171E-007	1.04797E-007	8.38543E-008	6.37074E-008	4.611E-008	3.19496E-008	2.13198E-008	1.3792E-008	8.71162E-009	5.41271E-009	3.33157E-009	0.000000002	1.25425E-009	7.70967E-010	4.72515E-010	2.83446E-010	1.52997E-010	5.10148E-011	5.10148E-011
6.96014E-013	4.22675E-012	9.13591E-012	1.69933E-011	3.09046E-011	5.31974E-011	8.67264E-011	1.36758E-010	2.16919E-010	3.66237E-010	6.78443E-010	1.32937E-009	2.59744E-009	4.87268E-009	8.61843E-009	1.42489E-008	2.19321E-008	3.14139E-008	0.000000042	5.31515E-008	6.47968E-008	7.83261E-008	0.000000096	1.19447E-007	1.48401E-007	1.80683E-007	0.000000213	2.41502E-007	2.62603E-007	2.73171E-007	2.71174E-007	2.56166E-007	2.29645E-007	0.000000195	1.56694E-007	1.19378E-007	8.6516E-008	0.00000006	0.00000004	2.58119E-008	1.62693E-008	1.00858E-008	6.19574E-009	3.79589E-009	2.32996E-009	1.43533E-009	8.84779E-010	5.3824E-010	3.06093E-010	1.32827E-010	2.48177E-011
2.60626E-012	8.63359E-012	1.75559E-011	3.35056E-011	5.96519E-011	9.85737E-011	1.52993E-010	2.2738E-010	3.39009E-010	5.58061E-010	1.0721E-009	2.21639E-009	4.49628E-009	8.60794E-009	1.53617E-008	2.54519E-008	3.91202E-008	5.59191E-008	7.49078E-008	9.54993E-008	1.18641E-007	1.47179E-007	1.84284E-007	2.30909E-007	2.84666E-007	3.40534E-007	3.92117E-007	4.32741E-007	4.56414E-007	4.58801E-007	4.3826E-007	3.96641E-007	3.39357E-007	2.743E-007	2.09765E-007	1.52315E-007	1.05581E-007	7.03204E-008	4.53261E-008	2.84939E-008	1.76128E-008	1.07902E-008	6.5975E-009	0.000000004	2.49614E-009	1.54586E-009	0.000000001	5.61771E-010	2.83446E-010	8.73778E-011	8.73778E-011
1.02858E-012	7.13974E-012	1.69933E-011	3.45006E-011	6.46184E-011	1.10865E-010	1.7622E-010	2.62046E-010	3.68379E-010	5.12681E-010	8.19476E-010	1.65554E-009	3.62074E-009	7.57789E-009	1.47091E-008	2.63638E-008	4.36497E-008	6.69018E-008	9.54367E-008	1.2815E-007	1.65103E-007	2.09066E-007	2.64845E-007	3.3578E-007	4.20423E-007	5.12176E-007	0.000000601	6.75474E-007	7.24586E-007	7.39639E-007	7.16186E-007	6.55751E-007	5.66374E-007	4.61075E-007	3.54295E-007	2.57938E-007	1.78924E-007	1.19068E-007	7.65855E-008	0.000000048	2.95667E-008	1.8052E-008	0.000000011	6.74072E-009	4.15947E-009	2.58485E-009	1.6061E-009	0.000000001	5.3824E-010	2.2482E-010	4.09131E-011
4.33556E-012	1.54118E-011	3.35056E-011	6.64896E-011	1.19889E-010	1.9851E-010	3.05813E-010	4.39889E-010	5.90347E-010	7.67063E-010	1.18678E-009	2.5445E-009	5.85574E-009	1.25372E-008	2.4534E-008	0.000000044	7.27198E-008	1.11117E-007	1.58368E-007	2.13689E-007	0.000000279	0.00000036	4.63427E-007	5.90829E-007	7.35176E-007	8.82089E-007	0.000001013	1.10872E-006	1.15248E-006	0.000001134	1.05262E-006	9.19381E-007	7.54845E-007	5.83421E-007	4.2616E-007	0.000000296	1.9681E-007	1.26316E-007	7.89077E-008	4.84136E-008	2.94402E-008	1.7888E-008	1.0929E-008	6.74037E-009	4.1983E-009	2.62774E-009	1.62573E-009	0.000000001	4.72515E-010	1.44239E-010	1.44239E-010
1.57334E-012	1.25568E-011	3.09046E-011	6.46184E-011	1.23171E-010	2.13869E-010	3.44007E-010	5.17587E-010	7.26588E-010	9.41029E-010	1.14922E-009	1.71864E-009	3.91875E-009	9.39848E-009	2.04326E-008	4.01549E-008	0.000000072	1.18628E-007	1.80874E-007	2.58175E-007	3.51324E-007	0.000000466	6.12298E-007	7.97056E-007	1.01572E-006	1.25005E-006	1.4719E-006	1.64885E-006	1.75036E-006	1.75449E-006	1.65464E-006	0.000001464	1.21393E-006	9.44689E-007	6.92824E-007	4.81888E-007	3.20306E-007	2.05133E-007	1.27696E-007	0.000000078	4.72209E-008	2.85733E-008	1.74037E-008	1.07189E-008	6.68451E-009	4.20679E-009	2.64076E-009	1.6061E-009	8.84779E-010	3.69189E-010	6.67706E-011
7.50701E-012	2.72658E-011	5.96519E-011	1.19889E-010	2.19283E-010	3.68962E-010	5.80304E-010	8.57959E-010	1.18363E-009	1.49399E-009	1.73313E-009	2.50676E-009	6.05117E-009	0.000000015	3.28782E-008	6.47458E-008	0.000000116	1.90661E-007	2.90685E-007	4.17093E-007	0.000000575	7.76768E-007	1.03662E-006	1.35679E-006	1.71815E-006	2.08127E-006	2.39436E-006	2.60374E-006	2.66582E-006	0.00000256	2.2988E-006	1.9278E-006	1.5121E-006	1.11421E-006	7.76527E-007	0.000000516	3.29775E-007	2.04539E-007	1.2437E-007	7.49086E-008	4.51148E-008	2.73766E-008	1.68254E-008	1.04953E-008	6.63093E-009	4.20752E-009	2.62774E-009	1.54586E-009	7.70967E-010	2.35828E-010	2.35828E-010
